"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"Storage Wars Texas 3","It&#039;s all about making money Texas style!","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3/storage-wars-texas-3/thumbnail/Storage_Wars_Texas_S3.jpg"" />","","9_qTuI4Mu6E_","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3","No","27/06/2013 9:40","","pl, ro","","",
"Storage Wars Texas 3: The Leaky Unit","Jenny bids on a unit which not many of the other bidders are interested in...is this is a mistake or a very good move?","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--the-leaky-unit/storage-wars-texas-3--the-leaky-unit/thumbnail/storage%20wars%20texas%203.jpg"" />","","LwqwVLwF7IiL","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--the-leaky-unit","No","27/06/2013 9:40","","pl, ro","","",
"Storage Wars Texas 3: Run Run Run","Ready, set, go! Ricky and Bubba test out their running skills but who will come out on top? ","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--run-run-run/storage-wars-texas-3--run-run-run/thumbnail/storage%20wars%20texas%203.jpg"" />","0532E693-B227-2F8C-EC70-7BCC1151D8A8","k_o4wdoz1Vek","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--run-run-run","No","27/06/2013 9:40","92.021","pl, ro","","",
"Storage Wars Texas 3: The Wicked Witch of East Texas","The Wicked Witch of East Texas turns up late and is on top form but who will make the most profit in this episode?","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--the-wicked-witch-of-east-texas/storage-wars-texas-3--the-wicked-witch-of-east-texas/thumbnail/storage%20wars%20texas%203.jpg"" />","4E005E6D-269C-D6C1-5DB3-7BCC1151D541","8rvPX_vMXT7O","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3--the-wicked-witch-of-east-texas","No","27/06/2013 9:40","128.035","pl, ro","","",
"Storage Wars Texas 3: Guns and Dr Seuss?","The bidders find a unit with guns and a Dr Seuss&#039; book about hats. What next? And will these be worth anything?","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3-guns-and-dr-seuss/storage-wars-texas-3-guns-and-dr-seuss/thumbnail/SWT.jpg"" />","","mH8quMLBerwf","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3-guns-and-dr-seuss","No","27/06/2013 9:40","","pl, ro","","",
"Storage Wars Texas 3: Let the war begin","All the bidders have their sights set on particular unit. How far will they go and who will win this war?","","","","Storage Wars Texas","3","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3-let-the-war-begin/storage-wars-texas-3-let-the-war-begin/thumbnail/storage%20wars%20texas%203.jpg"" />","","C7TrvRNITmu_","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video3/storage-wars-texas-3-let-the-war-begin","No","27/06/2013 9:40","","pl, ro","","",
"Storage Wars Texas: Getting Started","We find out what makes the Storage Wars Texas crew tick","1729273167001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-getting-started/thumbnail-120x90/thumbnail/22204771001_1729295533001_th-4ffc9806af70b0e41d7c0e53-590065939001.jpg.jpg"" />","bc_1729273167001","9lEGIsU13jWD","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-getting-started","No","09/08/2012 17:54","85","pl, ro","","",
"Storage Wars Texas: New Sheriff in Town","Moe finds himself a new security man!","1729275671001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-new-sheriff-in-town/thumbnail-120x90/thumbnail/22204771001_1729291907001_th-4ffc97d13c37b0e484d230a7-767904723001.jpg.jpg"" />","bc_1729275671001","agtMMS_VtG97","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-new-sheriff-in-town","No","09/08/2012 17:54","42.307","pl, ro","","",
"Storage Wars Texas: In the Cards","Moe finds out his future fortune when he goes to see a tarot card reader.","1729275682001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-in-the-cards/thumbnail-120x90/thumbnail/22204771001_1729296573001_th-4ffc98e03c37b0e4cdd230a7-672293878001.jpg.jpg"" />","bc_1729275682001","wp9FE1XSgK_g","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-in-the-cards","No","09/08/2012 17:54","102.586","pl, ro","","",
"Storage Wars Texas: Hi-Ho Gold","Lesa loves gold jewellery so muh that she can&#039;t help but keep it for herself.","1729263505001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-hi-ho-gold/thumbnail-120x90/thumbnail/22204771001_1729296875001_th-4ffc98feed27b0e46e67b9a8-590065940001.jpg.jpg"" />","bc_1729263505001","l0v7Ym2NzlWd","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-hi-ho-gold","No","09/08/2012 17:54","108.531","pl, ro","","",
"Storage Wars Texas: Something Old Something New","You know what they say, one man&#039;s trash is another man&#039;s treasure.","1729273173001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-something-old-something-new/thumbnail-120x90/thumbnail/22204771001_1778518893001_ari-origin29-arc-171-1344530513436.jpg.jpg"" />","bc_1729273173001","CpcQqpGOEo04","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-something-old-something-new","No","09/08/2012 17:54","139.436","pl, ro","","",
"Storage Wars Texas: What to Buy and What not to Buy ","Get some top tips on what&#039;s good and not so good to bid on.","1729263499001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-what-to-buy-and-what-not-to-buy/thumbnail-120x90/thumbnail/22204771001_1729296608001_th-4ffc985aed27b0e44f67b9a8-806787297001.jpg.jpg"" />","bc_1729263499001","rkItw3p_2xPs","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-what-to-buy-and-what-not-to-buy","No","09/08/2012 17:54","132.168","pl, ro","","",
"Storage Wars Texas: Bidding Wars","Things get nasty when Rick shoots his mouth off to another bidder.","1729275675001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-bidding-wars/thumbnail-120x90/thumbnail/22204771001_1729296572001_th-4ffc983c3c37b0e4a1d230a7-672293880001.jpg.jpg"" />","bc_1729275675001","0VWZ1bmUI7xj","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-bidding-wars","No","09/08/2012 17:54","88.260","pl, ro","","",
"Storage Wars Texas: Victor&#039;s Store","Welcome to Victor&#039;s store or is it a house? Whatever you do don&#039;t go into his corner!","1729273170001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-victors-store/thumbnail-120x90/thumbnail/22204771001_1729297255001_th-4ffc986aaf70b0e4327c0e53-590065937001.jpg.jpg"" />","bc_1729273170001","0UH6_Z_LJUyN","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-victors-store","No","09/08/2012 17:54","99.544","pl, ro","","",
"Storage Wars Texas: Meet Moe","Meet Moe, he&#039;s been collecting since he was a kid.","1729263503001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-meet-moe/thumbnail-120x90/thumbnail/22204771001_1729297223001_th-4ffc98cced27b0e46067b9a8-95694977001.jpg.jpg"" />","bc_1729263503001","ADuSroVL70Of","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-meet-moe","No","09/08/2012 17:54","105.233","pl, ro","","",
"Storage Wars Texas: Where the Buffalo Roam","Everything&#039;s bigger in texas including the Buffalo burgers!","1729275677001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-where-the-buffalo-roam/thumbnail-120x90/thumbnail/22204771001_1778518864001_ari-origin29-arc-167-1344528694313.jpg.jpg"" />","bc_1729275677001","XSuK7bLZpxg7","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-where-the-buffalo-roam","No","09/08/2012 17:54","103.190","pl, ro","","",
"Storage Wars Texas: Trip to the Museum","Bubba and Ricky head down to a Civil War museum to have a medal checked out. But is it worth as much as they think?","1729263494001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-trip-to-the-museum/thumbnail-120x90/thumbnail/22204771001_1778518811001_ari-origin29-arc-146-1344527371787.jpg.jpg"" />","bc_1729263494001","hRFXb4fSx41Z","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-trip-to-the-museum","No","09/08/2012 17:54","91.734","pl, ro","","",
"Storage Wars Texas: Paintball Showdown","Victor gets his butt kicked by Lesa.","1729263495001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-paintball-showdown/thumbnail-120x90/thumbnail/22204771001_1778518807001_ari-origin29-arc-136-1344527170631.jpg.jpg"" />","bc_1729263495001","tH2TVQaTPSxQ","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-paintball-showdown","No","09/08/2012 17:54","72.800","pl, ro","","",
"Storage Wars Texas: Horsing Around ","Lesa and Jerry are down at the rodeo enjoying themselves.","1729263493001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-horsing-around/thumbnail-120x90/thumbnail/22204771001_1729291904001_th-4ffc97e7ed27b0e42567b9a8-1592194028001.jpg.jpg"" />","bc_1729263493001","i4yyZ1PH65mk","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-horsing-around","No","09/08/2012 17:54","95.342","pl, ro","","",
"Storage Wars Texas: Silver Coins","Lesa finds a lucky silver coin.","1729273165001","","","Storage Wars Texas","1","<img src=""http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-silver-coins/thumbnail-120x90/thumbnail/22204771001_1729292592001_th-4ffc97f5af70b0e4117c0e53-782203290001.jpg.jpg"" />","bc_1729273165001","Grs2IZBBK3US","All","","","","Video","","http://www.history.co.uk/shows/storage-wars-texas/video/storage-wars-texas-silver-coins","No","09/08/2012 17:54","64.575","pl, ro","","",
"Shipping Wars 2: Kiss My Grits","Jennifer tries to get a sensitive parrot to his owner before depression sets in!","2310143194001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-kiss-my-grits/thumbnail-120x90/thumbnail/22204771001_2312362493001_thumbnail-for-video-2310143194001.jpg.jpg"" />","bc_2310143194001","6tBHlm7g17VZ","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-kiss-my-grits","No","22/04/2013 11:30","101.286","pl, ro","","",
"Shipping Wars 2: Big Axe ","Jarrett bites off more than he can chew with a giant axe-man statue that just won&#039;t fit in his trailer.","2310162360001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-big-axe/thumbnail-120x90/thumbnail/22204771001_2311435802001_thumbnail-for-video-2310162360001.jpg.jpg"" />","bc_2310162360001","w4sD4MfeRnRf","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-big-axe","No","22/04/2013 11:30","91.882","pl, ro","","",
"Shipping Wars 2: Giant Willie Mays","Roy gets in a heap of trouble after he saws a giant Willie Mays sculpture in half!","2310175475001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-giant-willie-mays/thumbnail-120x90/thumbnail/22204771001_2311435800001_thumbnail-for-video-2310175475001.jpg.jpg"" />","bc_2310175475001","0wJYU9Lsz_nZ","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-giant-willie-mays","No","22/04/2013 11:30","154.761","pl, ro","","",
"Shipping Wars 2: Wrong Shipment","Marc Springer gets more than he bargained for when he comes toe to toe with an irate customer.","2310175477001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-wrong-shipment/thumbnail-120x90/thumbnail/22204771001_2311435774001_thumbnail-for-video-2310175477001.jpg.jpg"" />","bc_2310175477001","5VPZtpmnK15W","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-wrong-shipment","No","22/04/2013 11:30","89.934","pl, ro","","",
"Shipping Wars 2: Sci-fi Heaven","Roy lands the shipment of his dreams when he gets to haul some large props from his favorite sci-fi movie.","2310204418001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-sci-fi-heaven/thumbnail-120x90/thumbnail/22204771001_2311435716001_thumbnail-for-video-2310204418001.jpg.jpg"" />","bc_2310204418001","ihH89MDr31xY","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/new-clips/shipping-wars-2-sci-fi-heaven","No","22/04/2013 11:30","135.164","pl, ro","","",
"Shipping Wars: uShip","What is uShip? And how does it work? We find out all you need to know about Shipping Wars.","2081524631001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-uship/thumbnail-120x90/thumbnail/22204771001_2160233492001_961896998-174-1360687880812.jpg.jpg"" />","bc_2081524631001","pEyd_lRMIWS0","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-uship","No","12/02/2013 17:18","98.198","pl, ro","","",
"Shipping Wars: Bell Delivery","Ding dong, Jennifer arrives with a bell in her truck!","2081538022001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-bell-delivery/thumbnail-120x90/thumbnail/22204771001_2160233496001_961896998-174-1360687988513.jpg.jpg"" />","bc_2081538022001","e6KfpHqURB49","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-bell-delivery","No","12/02/2013 17:18","118.631","pl, ro","","",
"Shipping Wars: Barber&#039;s Chair","Jennifer meets the man who ordered a barber&#039;s chair and he doesn&#039;t hold back telling her his story!","2081551422001","","","Shipping Wars","","<img src=""http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-barbers-chair/thumbnail-120x90/thumbnail/22204771001_2160233510001_961896998-172-1360688576560.jpg.jpg"" />","bc_2081551422001","Rr2ocELt5QBz","All","","","","Video","","http://www.history.co.uk/shows/shipping-wars/clips/shipping-wars-barbers-chair","No","12/02/2013 17:18","96.154","pl, ro","","",
